Name der Einrichtung;Strasse mit Hausnummer;Postleitzahl;Stadt;E-Mail-Adresse;Detail-Link
kl.aufnahme-psychiatrie(at)hephata.de und kl.sprechstunde-psychiatrie@hephata.de;Schimmelpfengstr. 6;34613;Schwalmstadt;kl.aufnahme-psychiatrie@hephata.de und kl.sprechstunde-psychiatrie@hephata.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Ianua Gesellschaft für Prävention und Sozialtherapie mbH;Lisdorfer Straße 2;66740;Saarlouis;info@ianua-gps.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4628&cHash=4ecd4648dbcc3b95d349233fdb930fee
info(at)ianua-gps.de;Lisdorfer Straße 2;66740;Saarlouis;info@ianua-gps.de;https://www.dhs.de/service/suchthilfeverzeichnis/
IBS Information und Beratung zu Suchtlösungen;Blumenstr. 8;50126;Bergheim;bergheim@suchtloesungen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5595&cHash=ac839efbcac64bb33680a40a740ad8c3
bergheim(at)suchtloesungen.de;Blumenstr. 8;50126;Bergheim;bergheim@suchtloesungen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
IBS Information und Beratung zu Suchtlösungen;Heinrich-Esser-Str. 37;50321;Brühl;bruehl@suchtloesungen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5596&cHash=1eaeae9e8c4071c93940293e82aa2005
bruehl(at)suchtloesungen.de;Heinrich-Esser-Str. 37;50321;Brühl;bruehl@suchtloesungen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Suchtberatung Bad Salzungen;Andreasstr. 11;36433;Bad Salzungen;suchtberatung.badsalzungen@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4663&cHash=8566aa9bebc071099566d6b509d6269c
suchtberatung.badsalzungen(at)immanuel.de;Andreasstr. 11;36433;Bad Salzungen;suchtberatung.badsalzungen@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Suchtberatung Meiningen;Günter-Raphael-Str. 1;98617;Meiningen;suchtberatung-meiningen@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4571&cHash=96c7b8bae222ebd66b3d1976003649ac
suchtberatung-meiningen(at)immanuel.de;Günter-Raphael-Str. 1;98617;Meiningen;suchtberatung-meiningen@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Suchtberatung Schmalkalden;Wiesenstraße 11;98544;Zella-Mehlis;suchtberatung.schmalkalden@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5639&cHash=8aa2a60c67895abe08e71e5d3cb4b3cc
suchtberatung.schmalkalden(at)immanuel.de;Wiesenstraße 11;98544;Zella-Mehlis;suchtberatung.schmalkalden@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Suchtberatungsstelle Schmalkalden;Näherstiller Straße 31;98574;Schmalkalden;suchtberatung-schmalkalden@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4544&cHash=caca58ee5692c82fcbc1a961f74a9398
suchtberatung-schmalkalden(at)immanuel.de;Näherstiller Straße 31;98574;Schmalkalden;suchtberatung-schmalkalden@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Therapiezentrum Bad Liebenstein;Altensteiner Straße 131;36448;Bad Liebenstein;sabine.seher@immanuelalbertinen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5385&cHash=84ed0766c138e3f7cdc430340cc27397
sabine.seher(at)immanuelalbertinen.de;Altensteiner Straße 131;36448;Bad Liebenstein;sabine.seher@immanuelalbertinen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Therapiezentrum Bad Liebenstein;Altensteiner Straße;36448;Bad Liebenstein;badliebenstein@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6103&cHash=c0b65fb07872c002aac5345ab7ab2edd
badliebenstein(at)immanuel.de;Altensteiner Straße;36448;Bad Liebenstein;badliebenstein@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Immanuel Therapiezentrum Röthof;Röthof 3;98574;Schmalkalden;roethof@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5417&cHash=d72f78d2d770b5fbdfb4feafcae2cff4
roethof(at)immanuel.de;Röthof 3;98574;Schmalkalden;roethof@immanuel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Integrationszentrum Lahr;Brestenbergstr. 4;77933;Lahr;adaption-lahr@agj-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4705&cHash=fd862b29917950293f54b7a1a86da7ed
adaption-lahr(at)agj-freiburg.de;Brestenbergstr. 4;77933;Lahr;adaption-lahr@agj-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
"Integrative Suchtberatung ""Königsberger""";Königsberger Strasse 11;12207;Berlin Steglitz-Zehlendorf (Lichterfelde);sucht-koenigsberger@caritas-berlin.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4657&cHash=c09a44bdd9db225e2fdc93963fcbb247
sucht-koenigsberger(at)caritas-berlin.de;Königsberger Strasse 11;12207;Berlin Steglitz-Zehlendorf (Lichterfelde);sucht-koenigsberger@caritas-berlin.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Integrierte soziale Beratungsstelle des ASB;Wilhelm-Trautewein-Str. 133a;38820;Halberstadt;beratungsstelle@asb-halberstadt-wernigerode.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4202&cHash=242898d10d75f069684c8317c8fe1993
beratungsstelle(at)asb-halberstadt-wernigerode.de;Wilhelm-Trautewein-Str. 133a;38820;Halberstadt;beratungsstelle@asb-halberstadt-wernigerode.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Integrierte Suchtberatung Neuruppin;Heinrich-Rau-Straße 27-30;16816;Neuruppin;suchtberatung.opr@tannenhof.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4554&cHash=6953f3957e76b91971cc39069d1d21f6
suchtberatung.opr(at)tannenhof.de;Heinrich-Rau-Straße 27-30;16816;Neuruppin;suchtberatung.opr@tannenhof.de;https://www.dhs.de/service/suchthilfeverzeichnis/
JJ e.V. - Zentrum für Jugendberatung und Suchthilfe für den Rheingau-Taunus-Kreis;Aarstraße 44;65232;Taunusstein;zjsrtk@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4063&cHash=981fd9cd1b43b57ac4211968d6d8b292
zjsrtk(at)jj-ev.de;Aarstraße 44;65232;Taunusstein;zjsrtk@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Job&Work;König-Konrad-Str. 11;65606;Villmar;jobundwork@vis-hilft.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4681&cHash=eac7412a36989f38f71db7f08e6f577d
jobundwork(at)vis-hilft.de;König-Konrad-Str. 11;65606;Villmar;jobundwork@vis-hilft.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Johannesbad Fachklinik Fredeburg;Zu den drei Buchen 1;57392;Schmallenberg;info.fkf@johannesbad.com;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5034&cHash=c54233163523d7c765eb95d23c57cbfe
info.fkf(at)johannesbad.com;Zu den drei Buchen 1;57392;Schmallenberg;info.fkf@johannesbad.com;https://www.dhs.de/service/suchthilfeverzeichnis/
Johannesbad Fachklinik Furth im Wald;Eichertweg 37;93437;Furth im Wald;info.furth@johannesbad.com;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4441&cHash=90d0423610f565f9643aace95a2eb7d2
info.furth(at)johannesbad.com;Eichertweg 37;93437;Furth im Wald;info.furth@johannesbad.com;https://www.dhs.de/service/suchthilfeverzeichnis/
Jüdisches Krankenhaus Berlin Klinik für Psychiatrie und Psychotherapie;Heinz-Galinski-Str. 1;13347;Berlin;sekretariat-psychiatrie@jkb-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3955&cHash=e1c4823c717b3f099c651066253c9b90
sekretariat-psychiatrie(at)jkb-online.de;Heinz-Galinski-Str. 1;13347;Berlin;sekretariat-psychiatrie@jkb-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/
JUGEND SUCHT BERATUNG KÖLN;Bismarckstraße1-3;50672;Köln;jsbk@skm-koeln.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4380&cHash=5999c595b37bd095f4b5d8363b38edea
jsbk(at)skm-koeln.de;Bismarckstraße1-3;50672;Köln;jsbk@skm-koeln.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung;Klosterstr. 9a;66953;Pirmasens;Drogenberatung@pirmasens.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4812&cHash=bc4b2f5295baf030279e96a9fbf58cdf
Drogenberatung(at)pirmasens.de;Klosterstr. 9a;66953;Pirmasens;Drogenberatung@pirmasens.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung;Thiemauer 42;48431;Rheine;info@drogenberatung-rheine.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5578&cHash=9b773d1505e6e1aef1fac838aea08072
info(at)drogenberatung-rheine.de;Thiemauer 42;48431;Rheine;info@drogenberatung-rheine.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung Braunschweig;Kurt-Schumacher-Straße 26;38102;Braunschweig;drobs-braunschweig@paritaetischer-bs.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4883&cHash=7628843ed643b194c6703a5e0f4cc696
drobs-braunschweig(at)paritaetischer-bs.de;Kurt-Schumacher-Straße 26;38102;Braunschweig;drobs-braunschweig@paritaetischer-bs.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung BRÜCKE;Kaiserstraße 24;55116;Mainz;beratungsstelle@bruecke.mainz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5575&cHash=33ef023752621ad162ccbf58c65962db
beratungsstelle(at)bruecke.mainz.de;Kaiserstraße 24;55116;Mainz;beratungsstelle@bruecke.mainz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung emma;Liebensteinstraße 11;79312;Emmendingen;emma@agj-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6003&cHash=4b49556a282d8d50729ed8b852cb1ab3
emma(at)agj-freiburg.de;Liebensteinstraße 11;79312;Emmendingen;emma@agj-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung Goslar;Hildesheimer Str.12;38640;Goslar;drobs-goslar@paritaetischer-bs.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6133&cHash=059e540540a032aab1e012f33ea0229e
drobs-goslar(at)paritaetischer-bs.de;Hildesheimer Str.12;38640;Goslar;drobs-goslar@paritaetischer-bs.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung Höchst;Melchiorstraße 10;65929;Frankfurt am Main;beratunghoechst@vae-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4595&cHash=b4d46db2c5ea797de1dffb07b6a25b91
beratunghoechst(at)vae-ev.de;Melchiorstraße 10;65929;Frankfurt am Main;beratunghoechst@vae-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatung Lahr;Jammstr. 2;77933;Lahr;drogenhilfe-lahr@bw-lv.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4806&cHash=b285663511659f406dc870cd0073cf24
drogenhilfe-lahr(at)bw-lv.de;Jammstr. 2;77933;Lahr;drogenhilfe-lahr@bw-lv.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Drogenberatungsstelle >DROBS;Faulerstr. 8;79098;Freiburg;info@drogenhilfe-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6278&cHash=12ae22da31a1d0439633d7a03dc63af6
info(at)drogenhilfe-freiburg.de;Faulerstr. 8;79098;Freiburg;info@drogenhilfe-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
"Jugend- und Drogenberatungsstelle ""Mit Jugend gegen Drogen"" gGmbH";Schlossgasse 11;55232;Alzey;info@drogenberatung-alzey.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5103&cHash=5d5c9f652a809f22490aa40b38db65bf
info(at)drogenberatung-alzey.de;Schlossgasse 11;55232;Alzey;info@drogenberatung-alzey.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Suchtberatung;Kaiserstr. 37;74072;Heilbronn;jugend-suchtberatung@mevesta.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4289&cHash=4e9389a9b6196e0b73eda614ae6a9b5b
jugend-suchtberatung(at)mevesta.de;Kaiserstr. 37;74072;Heilbronn;jugend-suchtberatung@mevesta.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend- und Suchtberatung;Schillerstraße 2;34117;Kassel;JuS@drogenhilfe.com;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6214&cHash=5bcb2f6b23c2b2a7eeb8f7c004d499a3
JuS(at)drogenhilfe.com;Schillerstraße 2;34117;Kassel;JuS@drogenhilfe.com;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend-, Drogen- und Suchtberatung Mörfelden-Walldorf;Daimlerstr. 2a;64546;Mörfelden-Walldorf;info@suchthilfe-mw.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4026&cHash=0ac9fd7dd037e496b0a5fe7f664ba5ff
info(at)suchthilfe-mw.de;Daimlerstr. 2a;64546;Mörfelden-Walldorf;info@suchthilfe-mw.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend-, Drogen- und Suchtberatung Riedstadt;Stahlbaustr. 4;64560;Riedstadt;info@suchthilfe-kreisgg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6192&cHash=77350ce8502312adb8ed9ba369b20551
info(at)suchthilfe-kreisgg.de;Stahlbaustr. 4;64560;Riedstadt;info@suchthilfe-kreisgg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend-, Konflikt- und Drogenberatung e.V.;Hauptstraße 94;44651;Herne;info@jkd-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5582&cHash=f573ca8e5c73a02b41acf67c043d54a1
info(at)jkd-ev.de;Hauptstraße 94;44651;Herne;info@jkd-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend-Sucht-Beratung;Schillerstraße 8;74564;Crailsheim;jugend-sucht-beratung@Lrasha.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5358&cHash=abfcd97359acfcf4a913fea3ba7dcd4d
jugend-sucht-beratung(at)Lrasha.de;Schillerstraße 8;74564;Crailsheim;jugend-sucht-beratung@Lrasha.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend-Sucht-Beratung des Landkreises Schwäbisch Hall;Am Säumarkt 2;74523;Schwäbisch Hall;jugend-sucht-beratung@Lrasha.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5360&cHash=44330b53ac071cef5654a63f730607d8
jugend-sucht-beratung(at)Lrasha.de;Am Säumarkt 2;74523;Schwäbisch Hall;jugend-sucht-beratung@Lrasha.de;https://www.dhs.de/service/suchthilfeverzeichnis/
jugend.drogen.beratung.kö;Hoheluftchaussee 18;20253;Hamburg;koe@soziales.hamburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5294&cHash=a2ba15bfe69bc6227f979a377193255c
koe(at)soziales.hamburg.de;Hoheluftchaussee 18;20253;Hamburg;koe@soziales.hamburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend.Sucht.Beratung;Kietzer Straße 11;12555;Berlin;jsb@gebewo.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3907&cHash=ef0f3a26812171b4c0ac2d87e4bf3d41
jsb(at)gebewo.de;Kietzer Straße 11;12555;Berlin;jsb@gebewo.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugend(Sucht)Beratung;Zollstr. 4;42103;Wuppertal;info@ffs-wuppertal.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4479&cHash=34e551415e59e1ff04363ee2e5ac95a8
Jugendberatung und Suchthilfe am Merianplatz;Musikantenweg 39;60316;Frankfurt am Main;JBSMerian@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6279&cHash=20af3d9fe21a58d5dc8ae409d477a590
JBSMerian(at)jj-ev.de;Musikantenweg 39;60316;Frankfurt am Main;JBSMerian@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugenddrogenberatung K(L)ICK;Nikolaikirchhof 3;04109;Leipzig;jugenddrogenberatung@diakonie-leipzig.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5739&cHash=8e41a8a276dc8b75959bb5703778a5f3
jugenddrogenberatung(at)diakonie-leipzig.de;Nikolaikirchhof 3;04109;Leipzig;jugenddrogenberatung@diakonie-leipzig.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugendhilfe Bottrop e.V.;Osterfelder Str. 88;46236;Bottrop;jugendhilfe.bottrop@t-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5027&cHash=a725af8fefad189c48acf30805b5469f
jugendhilfe.bottrop(at)t-online.de;Osterfelder Str. 88;46236;Bottrop;jugendhilfe.bottrop@t-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugendhilfeeinrichtungen Freedom;Schachtlau 16;94089;Neureichenau;schachtlau@juhi-freedom.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3932&cHash=fc402f70700b3eb6be9695d4a261c32e
schachtlau(at)juhi-freedom.de;Schachtlau 16;94089;Neureichenau;schachtlau@juhi-freedom.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugendsuchtberatung Ansprechbar;Victoriastraße 12;50668;Köln;ansprechbar@drogenhilfe.koeln;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6057&cHash=627a1c79e2177a6a9561d91faa0e12db
ansprechbar(at)drogenhilfe.koeln;Victoriastraße 12;50668;Köln;ansprechbar@drogenhilfe.koeln;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugendsuchtberatung Hamm;Stiftstraße 12;59065;Hamm;jsb@akj-hamm.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4241&cHash=9fc1ab51847f856b0f1f5e6ca5328f54
jsb(at)akj-hamm.de;Stiftstraße 12;59065;Hamm;jsb@akj-hamm.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugendsuchtberatung Havelland;Ketziner Straße 1;14641;Nauen;jsb.havelland@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5009&cHash=0daf980910f33554d920cdb937f52464
jsb.havelland(at)caritas-brandenburg.de;Ketziner Straße 1;14641;Nauen;jsb.havelland@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Jugendsuchtberatung Havelland;Große Milower Straße 17;14712;Rathenow;jsb.havelland@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5010&cHash=1fc13140580409d94d843d262bac06cf
jsb.havelland(at)caritas-brandenburg.de;Große Milower Straße 17;14712;Rathenow;jsb.havelland@caritas-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
